id,title,release_date,popularity,vote_average,vote_count,original_language,genre_ids,overview
1511417,Bāhubali: The Epic,2025-10-29,20.2883,6.095,37,te,"[28, 18]","When a mysterious child is found by a tribal couple near a roaring waterfall, they raise him as their own. As he grows, Sivudu is drawn to the world beyond the cliffs, where he discovers the ancient kingdom of Mahishmati, ruled by a cruel tyrant, haunted by rebellion, and bound to his past. What begins as a quest for love soon unravels a legacy of betrayal, sacrifice, and a forgotten prince."
68721,Iron Man 3,2013-04-18,17.2473,6.931,23366,en,"[28, 12, 878]","When Tony Stark's world is torn apart by a formidable terrorist called the Mandarin, he starts an odyssey of rebuilding and retribution."
216015,Fifty Shades of Grey,2015-02-11,18.5754,5.869,12353,en,"[18, 10749, 53]","When college senior Anastasia Steele steps in for her sick roommate to interview prominent businessman Christian Grey for their campus paper, little does she realize the path her life will take. Christian, as enigmatic as he is rich and powerful, finds himself strangely drawn to Ana, and she to him. Though sexually inexperienced, Ana plunges headlong into an affair -- and learns that Christian's true sexual proclivities push the boundaries of pain and pleasure."
313534,New Dubai,2014-10-23,15.9812,6.2,12,pt,[18],"In a middle-class neighbourhood in a city in the countryside of Brazil, the real estate speculation is a menace to the affective memory of a group of friends. Their answer to this imminent transformation is to fuck in the construction sites. And what about love? Is love just a construction?"
177572,Big Hero 6,2014-10-24,18.1286,7.723,16515,en,"[12, 10751, 16, 28, 35]","A special bond develops between plus-sized inflatable robot Baymax, and prodigy Hiro Hamada, who team up with a group of friends to form a band of high-tech heroes."
396535,Train to Busan,2016-07-20,16.2118,7.748,8322,ko,"[27, 53, 28, 12]","When a zombie virus pushes Korea into a state of emergency, those trapped on an express train to Busan must fight for their own survival."
674,Harry Potter and the Goblet of Fire,2005-11-16,17.7511,7.8,22071,en,"[12, 14]","When his name emerges from the Goblet of Fire, Harry Potter becomes a competitor in a grueling battle for glory among three wizarding schools—the Triwizard Tournament. But since Harry never submitted his name for the Tournament, who did? Now Harry must confront a deadly dragon, fierce water demons, and an enchanted maze only to find himself in the cruel grasp of He Who Must Not Be Named."
14160,Up,2009-05-28,18.6482,7.959,21595,en,"[16, 35, 10751, 12]","Carl Fredricksen spent his entire life dreaming of exploring the globe and experiencing life to its fullest. But at age 78, life seems to have passed him by, until a twist of fate (and a persistent 8-year old Wilderness Explorer named Russell) gives him a new lease on life."
385687,Fast X,2023-05-17,18.8842,6.997,6284,en,"[28, 80, 53]","Over many missions and against impossible odds, Dom Toretto and his family have outsmarted, out-nerved and outdriven every foe in their path. Now, they confront the most lethal opponent they've ever faced: A terrifying threat emerging from the shadows of the past who's fueled by blood revenge, and who is determined to shatter this family and destroy everything—and everyone—that Dom loves, forever."
1191876,From the Ashes,2027-06-01,20.358,0.0,0,en,[18],"Jailed for her husband's crime, a woman discovers that her only way out is to solve riddles from her mysterious past."
652,Troy,2004-05-13,18.9102,7.169,10993,en,"[10752, 28, 36]","In year 1250 B.C. during the late Bronze age, two emerging nations begin to clash. Paris, the Trojan prince, convinces Helen, Queen of Sparta, to leave her husband Menelaus, and sail with him back to Troy. After Menelaus finds out that his wife was taken by the Trojans, he asks his brother Agamemnon to help him get her back. Agamemnon sees this as an opportunity for power. They set off with 1,000 ships holding 50,000 Greeks to Troy."
1007734,Nobody 2,2025-08-13,17.833,6.934,1494,en,"[28, 53, 35]","Former assassin Hutch Mansell takes his family on a nostalgic vacation to a small-town theme park, only to be pulled back into violence when they clash with a corrupt operator, a crooked sheriff, and a ruthless crime boss."
862,Toy Story,1995-11-22,18.5295,7.972,19799,en,"[10751, 35, 16, 12]","Led by Woody, Andy's toys live happily in his room until Andy's birthday brings Buzz Lightyear onto the scene. Afraid of losing his place in Andy's heart, Woody plots against Buzz. But when circumstances separate Buzz and Woody from their owner, the duo eventually learns to put aside their differences."
2062,Ratatouille,2007-06-28,17.021,7.839,18401,en,"[16, 35, 10751, 14]","Remy, a rat, possesses a palate far more refined than that of his fellow comrades. He dreams of becoming a chef, one who creates rather than scavenges. When fate deposits him in the sewers beneath one of Paris’s most famous restaurants, he finds himself ideally placed to fulfill his dream. Forming an unusual alliance with a hapless young kitchen worker, Remy begins a daring culinary double life.  As Remy pursues his vision, he must navigate the suspicions of the calculating Head Chef Skinner, the disapproval of Remy’s own colony, and the foreboding presence of renowned food critic Anton Ego, who strikes fear in the hearts of chefs all throughout France."
1291608,Dhurandhar,2025-12-05,18.0589,7.092,266,hi,"[28, 80, 53]","A mysterious traveler slips into the heart of Karachi's underbelly and rises through its ranks with lethal precision, only to tear the notorious ISI-Underworld nexus apart from within."
564,The Mummy,1999-04-16,18.827,6.968,9939,en,"[12, 28, 14]",Dashing legionnaire Rick O'Connell stumbles upon the hidden ruins of Hamunaptra while in the midst of a battle to claim the area in 1920s Egypt. It has been over three thousand years since former High Priest Imhotep suffered a fate worse than death as a punishment for a forbidden love—along with a curse that guarantees eternal doom upon the world if he is ever awoken.
263115,Logan,2017-02-28,15.9547,7.819,20334,en,"[28, 18, 878]","In the near future, a weary Logan cares for an ailing Professor X in a hideout on the Mexican border. But Logan's attempts to hide from the world and his legacy are upended when a young mutant arrives, pursued by dark forces."
1231695,A Few Feet Away,2025-03-20,16.657,7.3,3,es,"[35, 12, 18]","Santiago, a 20 year-old twink shaped by the anonymity of the virtual world, becomes frustrated with gay dating apps and starts obsessively looking for a real experience in the Buenos Aires nightlife."
791373,Zack Snyder's Justice League,2021-03-18,15.5101,8.088,10765,en,"[28, 12, 14]","Determined to ensure Superman's ultimate sacrifice was not in vain, Bruce Wayne aligns forces with Diana Prince with plans to recruit a team of metahumans to protect the world from an approaching threat of catastrophic proportions."
791373,Zack Snyder's Justice League,2021-03-18,15.5101,8.088,10765,en,"[28, 12, 14]","Determined to ensure Superman's ultimate sacrifice was not in vain, Bruce Wayne aligns forces with Diana Prince with plans to recruit a team of metahumans to protect the world from an approaching threat of catastrophic proportions."
58,Pirates of the Caribbean: Dead Man's Chest,2006-07-06,17.9845,7.375,17076,en,"[12, 14, 28]","Captain Jack Sparrow’s got a blood debt to pay: he owes his soul to the legendary Davy Jones, ghastly Ruler of the Ocean Depths. To escape eternal servitude aboard the Flying Dutchman, ever-crafty Jack must track down the still-beating heart of Jones. But he won’t do it alone: Will Turner and Elizabeth Swann are drawn back into another one of his perilous quests—assuming they can evade execution for aiding a pirate."
346,Seven Samurai,1954-04-26,17.4967,8.45,4210,ja,"[28, 18]","A samurai answers a village's request for protection after he falls on hard times. The town needs protection from bandits, so the samurai gathers six others to help him teach the people how to defend themselves, and the villagers provide the soldiers with food."
1156593,Your Fault,2024-12-26,19.9241,7.082,1537,es,"[18, 10749]",The love between Noah and Nick seems unwavering despite their parents' attempts to separate them. But his job and her entry into college open up their lives to new relationships that will shake the foundations of both their relationship and the Leister family itself.
410119,Yu Pui Tsuen II,1987-10-15,17.4576,5.357,28,cn,"[18, 14, 10749]","Before Michael Mak’s Sex And Zen became a cult favourite in the ’90s, there was Ho Fan’s Yu Pui Tsuen (The Carnal Prayer Mat, 1987). But without sex bomb Amy Yip, coarse humour or lesbian love affairs, Yu Pui Tsuen had to rely on the nudity and sex from his cast of relative unknowns to save the day.  When a young man dreams that he drowns after a night of carnal passion, he asks a buddhist monk to translate the experience for him. The monk replies that the dream is a warning not to indulge the pleasures of the flesh to excess, but the man ignores his advice, marrying a virgin and making love to her constantly. However, after several torrid affairs, the man begins to realise the sagacity of the monk's warning."
18785,The Hangover,2009-06-02,16.8506,7.33,18035,en,[35],"When three friends finally come to after a raucous night of bachelor-party revelry, they find a baby in the closet and a tiger in the bathroom. But they can't seem to locate their best friend, Doug – who's supposed to be tying the knot. Launching a frantic search for Doug, the trio perseveres through a nasty hangover to try to make it to the church on time."
106774,Cathy's Curse,1977-07-29,13.1694,4.951,41,en,[27],"A young girl is possessed by the spirit of her dead aunt, who died in a car accident. Soon members of her family begin to mysteriously die off."
9509,Man on Fire,2004-04-23,17.0045,7.462,5637,en,"[28, 18, 53]","Jaded ex-CIA operative John Creasy reluctantly accepts a job as the bodyguard for a 10-year-old girl in Mexico City. They clash at first, but eventually bond, and when she's kidnapped he's consumed by fury and will stop at nothing to save her life."
315162,Puss in Boots: The Last Wish,2022-12-07,17.6243,8.201,8769,en,"[16, 12, 14, 35, 10751]","Puss in Boots discovers that his passion for adventure has taken its toll: He has burned through eight of his nine lives, leaving him with only one life left. Puss sets out on an epic journey to find the mythical Last Wish and restore his nine lives."
1212763,Evil Dead Burn,2026-07-08,17.6224,0.0,0,en,[27],"After the loss of her husband, a woman seeks solace with her in-laws in their secluded family home. As one by one they are transformed into Deadites—turning the gathering into a family reunion from hell—she comes to discover that the vows she took in life... live on even in death."
429617,Spider-Man: Far From Home,2019-06-28,17.9045,7.396,16892,en,"[28, 12, 878]","Peter Parker and his friends go on a summer trip to Europe. However, they will hardly be able to rest - Peter will have to agree to help Nick Fury uncover the mystery of creatures that cause natural disasters and destruction throughout the continent."
986056,Thunderbolts*,2025-04-30,16.401,7.285,3446,en,"[28, 878, 12]","After finding themselves ensnared in a death trap, seven disillusioned castoffs must embark on a dangerous mission that will force them to confront the darkest corners of their pasts."
395551,The Cowboy from Sundown,1940-09-05,13.2164,9.0,1,en,[37],"The drought-plagued ranchers of Sundown have to market their cattle at a loss in order to meet mortgage payments held by banker Cylus Cuttler. Then, Sheriff Tex Rockett is forced to quarantine all the cattle on the local ranches because of a hoof-and-mouth disease outbreak. Steve Davis herds his cattle to the railhead anyway, and Tex is forced to arrest him. Urged on by the banker's son, Nick Cuttler, the angry ranchers storm the jail, but Steve's sister Bee persuades them to await the trial. Steve, with Nick's help, breaks jail and is told he must kill Tex to aid the ranchers. Meanwhile, government man Bret Stockton and Tex see Nick and his men treating cattle in an unusual way. Tex finally proves that the Cuttlers have been treating the cattle with acid to give a false impression of the hoof-and-mouth disease."
138843,The Conjuring,2013-07-18,19.3718,7.536,12654,en,"[27, 53]","Paranormal investigators Ed and Lorraine Warren work to help a family terrorized by a dark presence in their farmhouse. Forced to confront a powerful entity, the Warrens find themselves caught in the most terrifying case of their lives."
1511057,Roommates,2026-04-13,17.7345,6.6,96,en,[35],"When shy college freshman Devon asks cool-girl Celeste to be her roommate, a blossoming friendship quickly spirals into a war of passive aggression."
290098,The Handmaiden,2016-06-01,17.9113,8.186,4283,ko,"[53, 18, 10749]","1930s Korea, in the period of Japanese occupation, a new girl, Sook-hee, is hired as a handmaiden to a Japanese heiress, Hideko, who lives a secluded life on a large countryside estate with her domineering Uncle Kouzuki. But the maid has a secret. She is a pickpocket recruited by a swindler posing as a Japanese Count to help him seduce the Lady to steal her fortune."
37165,The Truman Show,1998-06-04,16.7859,8.152,20117,en,"[35, 18]","In a picture-perfect seaside town, an insurance salesman begins to realize that his entire existence may be staged and observed by a vast unseen audience as part of a long-running real-time reality TV show."
337167,Fifty Shades Freed,2018-01-17,17.3198,6.673,8330,en,"[18, 10749]","Believing they have left behind shadowy figures from their past, newlyweds Christian and Ana fully embrace an inextricable connection and shared life of luxury. But just as she steps into her role as Mrs. Grey and he relaxes into an unfamiliar stability, new threats could jeopardize their happy ending before it even begins."
1339876,Mardaani 3,2026-01-30,18.1168,7.167,27,hi,"[28, 80, 53]","Officer Shivani Shivaji Roy returns to hunt down those behind the disappearance of young girls, risking everything to bring them back alive."
210577,Gone Girl,2014-10-01,17.2959,7.89,19889,en,"[9648, 53, 18]","With his wife's disappearance having become the focus of an intense media circus, a man sees the spotlight turned on him when it's suspected that he may not be innocent."
11036,The Notebook,2004-06-25,17.5918,7.887,12484,en,"[10749, 18]","An epic love story centered around an older man who reads aloud to a woman with Alzheimer's. From a faded notebook, the old man's words bring to life the story about a couple who is separated by World War II, and is then passionately reunited, seven years later, after they have taken different paths."
1650558,Reach the Sky,2026-03-13,16.8677,5.0,1,tl,[10749],"The relationship of a couple is tested when the girl’s first official flight pairs her with a confident senior pilot, jealousy and power dynamics surface in the training ground. The girl is now torn between her present relationship and new temptation she can’t resist."
566525,Shang-Chi and the Legend of the Ten Rings,2021-09-01,16.5703,7.494,10331,en,"[28, 12, 14]",Shang-Chi must confront the past he thought he left behind when he is drawn into the web of the mysterious Ten Rings organization.
337404,Cruella,2021-05-26,17.0102,7.971,10017,en,"[35, 80]","In 1970s London amidst the punk rock revolution, a young grifter named Estella is determined to make a name for herself with her designs. She befriends a pair of young thieves who appreciate her appetite for mischief, and together they are able to build a life for themselves on the London streets. One day, Estella’s flair for fashion catches the eye of the Baroness von Hellman, a fashion legend who is devastatingly chic and terrifyingly haute. But their relationship sets in motion a course of events and revelations that will cause Estella to embrace her wicked side and become the raucous, fashionable and revenge-bent Cruella."
912649,Venom: The Last Dance,2024-10-22,17.0457,6.658,4170,en,"[878, 28, 12]","Eddie and Venom are on the run. Hunted by both of their worlds and with the net closing in, the duo are forced into a devastating decision that will bring the curtains down on Venom and Eddie's last dance."
102382,The Amazing Spider-Man 2,2014-04-16,14.8231,6.533,14169,en,"[28, 12, 878]","For Peter Parker, life is busy. Between taking out the bad guys as Spider-Man and spending time with the person he loves, Gwen Stacy, high school graduation cannot come quickly enough. Peter has not forgotten about the promise he made to Gwen’s father to protect her by staying away, but that is a promise he cannot keep. Things will change for Peter when a new villain, Electro, emerges, an old friend, Harry Osborn, returns, and Peter uncovers new clues about his past."
293660,Deadpool,2016-02-09,16.4147,7.623,32654,en,"[28, 12, 35]","The origin story of former Special Forces operative turned mercenary Wade Wilson, who, after being subjected to a rogue experiment that leaves him with accelerated healing powers, adopts the alter ego Deadpool. Armed with his new abilities and a dark, twisted sense of humor, Deadpool hunts down the man who nearly destroyed his life."
1184918,The Wild Robot,2024-09-12,22.4809,8.305,5992,en,"[10751, 16, 878, 12]","After a shipwreck, an intelligent robot called Roz is stranded on an uninhabited island. To survive the harsh environment, Roz bonds with the island's animals and cares for an orphaned baby goose."
20352,Despicable Me,2010-07-08,15.7401,7.257,16009,en,"[16, 35, 80, 10751, 878]","Gru is a supervillain determined to prove he’s the greatest by stealing the Moon. To pull off his plan, he adopts three orphaned girls—Margo, Edith, and Agnes—intending to use them as part of his scheme. However, as Gru bonds with the girls, his cold, villainous exterior begins to melt."
1448560,Wildcat,2025-11-19,17.9891,6.208,156,en,"[28, 53]",An ex-black ops team reunite to pull off a desperate heist in order to save the life of their leader’s eight-year-old daughter.
949,Heat,1995-12-15,17.7063,7.9,8288,en,"[80, 18, 28]",Obsessive master thief Neil McCauley leads a top-notch crew on various daring heists throughout Los Angeles while determined detective Vincent Hanna pursues him without rest. Each man recognizes and respects the ability and the dedication of the other even though they are aware their cat-and-mouse game may end in violence.
1214931,Nuremberg,2025-11-06,19.7066,7.439,928,en,"[36, 18]","In postwar Germany, an American psychiatrist must determine whether Nazi prisoners are fit to go on trial for war crimes, and finds himself in a complex battle of intellect and ethics with Hermann Göring, Hitler's right-hand man."
56837,The Likely Lads,1976-02-01,13.1904,6.325,20,en,[35],"With the destruction of their previous neighbourhood has inevitably come the destruction of the lads’ favoured watering hole The Fat Ox. Again, it’s Bob rather than Terry who is visibly distressed by this. Upset and much the worse for free alcohol, Bob then storms into the library to seek sympathy from Thelma - who is, predictably, unimpressed. So when Thelma finds out that Terry has been getting semi-serious with glamorous Finnish shop assistant Chris, she takes it upon herself to try and pair them off for good via planning first a dinner party and then that mainstay of 70s comedy, a camping expedition. Of course, things don’t go quite according to plan and before you can say ‘I can see the way this is going’ we are set up for japes, larks and embarrassing incidents aplenty, which culminate in the lads getting rather fed up with their partners’ attempts to inflict the rugged outdoor lifestyle upon them and trying to hitch up and drive off with the girls still asleep in the caravan."
1646787,Sundutan,2026-03-06,17.3296,4.0,1,tl,[18],"A hole on the wall accidentally connects two women emotionally and physically. Forbidden love, greed, betrayal... what lies beyond the hole? And for how long can they keep covering it up?"
823464,Godzilla x Kong: The New Empire,2024-03-27,17.4781,7.045,4627,en,"[28, 12, 878]","Following their explosive showdown, Godzilla and Kong must reunite against a colossal undiscovered threat hidden within our world, challenging their very existence – and our own."
49051,The Hobbit: An Unexpected Journey,2012-12-12,14.7864,7.372,19566,en,"[12, 14, 28]","Bilbo Baggins, a hobbit enjoying his quiet life, is swept into an epic quest by Gandalf the Grey and thirteen dwarves who seek to reclaim their mountain home from Smaug, the dragon."
107257,A Perfect Ending,2012-06-01,16.4643,6.224,134,en,"[18, 10749]","This intimate drama follows Rebecca, a woman who has kept her sexuality a secret from her friends but chooses to reveal it to a stranger. While Rebecca's revelations may not yield the results she expects, a perfect ending is still in reach."
637649,Wrath of Man,2021-04-22,16.2416,7.577,6053,en,"[53, 80, 18]","A cold and mysterious new security guard for a Los Angeles cash truck company surprises his co-workers when he unleashes precision skills during a heist. The crew is left wondering who he is and where he came from. Soon, the marksman's ultimate motive becomes clear as he takes dramatic and irrevocable steps to settle a score."
539,Psycho,1960-06-22,16.8235,8.415,10952,en,"[27, 53, 9648]","When larcenous real estate clerk Marion Crane goes on the lam with a wad of cash and hopes of starting a new life, she ends up at the notorious Bates Motel, where manager Norman Bates cares for his housebound mother."
8966,Twilight,2008-11-20,16.5355,6.279,14352,en,"[14, 18, 10749]","When Bella Swan moves to a small town in the Pacific Northwest, she falls in love with Edward Cullen, a mysterious classmate who reveals himself to be a 108-year-old vampire. Despite Edward's repeated cautions, Bella can't stay away from him, a fatal move that endangers her own life."
1357633,Solo Leveling -ReAwakening-,2024-11-26,17.8864,7.144,268,ja,"[28, 12, 14, 16]","Over a decade after 'gates' connecting worlds appeared, awakening 'hunters' with superpowers, weakest hunter Sung Jinwoo encounters a double dungeon and accepts a mysterious quest, becoming the only one able to level up, changing his fate. A catch-up recap of the first season coupled with an exclusive sneak peek of the first two episodes of the highly anticipated second season in one momentous theatrical fan experience."
1408208,Exit 8,2025-08-28,23.957,6.652,358,ja,"[27, 9648]","A man trapped in an endless sterile subway passageway sets out to find Exit 8. The rules of his quest are simple: do not overlook anything out of the ordinary. If you discover an anomaly, turn back immediately. If you don’t, carry on. Then leave from Exit 8. But even a single oversight will send him back to the beginning. Will he ever reach his goal and escape this infinite corridor?"
559,Spider-Man 3,2007-05-01,16.4141,6.456,15144,en,"[28, 12, 878]","The seemingly invincible Spider-Man goes up against an all-new crop of villains—including the shape-shifting Sandman. While Spider-Man’s superpowers are altered by an alien organism, his alter ego, Peter Parker, deals with nemesis Eddie Brock and also gets caught up in a love triangle."
64641,Monika,1974-02-28,18.3114,4.7,20,it,"[10749, 18]","Monika is young, beautiful and a virgin. She is only 16 years old, and, beside getting the attention of all her classmates, she also attracts older men. She has a relationship with a boy, Leo, but she doesn't know that he uses to pimp the girls he seduces to rich businessmen. One of Leo's client befriends Monika and becomes so obsessed that he pays Leo to get her. But Monika turns her attention to her art professor, unknowing that he too has his secrets."
271110,Captain America: Civil War,2016-04-27,17.0873,7.447,23958,en,"[12, 28, 878]","Following the events of Age of Ultron, the collective governments of the world pass an act designed to regulate all superhuman activity. This polarizes opinion amongst the Avengers, causing two factions to side with Iron Man or Captain America, which causes an epic battle between former allies."
283995,Guardians of the Galaxy Vol. 2,2017-04-19,15.0383,7.609,22863,en,"[878, 12, 28]",The Guardians must fight to keep their newfound family together as they unravel the mysteries of Peter Quill's true parentage.
18240,The Proposal,2009-06-02,18.4903,7.143,7427,en,"[35, 10749, 18]","When she learns she's in danger of losing her visa status and being deported, overbearing book editor Margaret Tate forces her put-upon assistant, Andrew Paxton, to marry her."
1515899,Billie Eilish - Hit Me Hard and Soft: The Tour (Live in 3D),2026-04-29,26.1241,8.5,5,en,"[10402, 99]","Captured during Billie Eilish's sold-out world tour, a concert experience from one of the most celebrated and successful artists of her generation, presented in immersive 3D."
8689,Cannibal Holocaust,1980-02-07,16.9098,6.27,1851,it,[27],A New York University professor returns from a rescue mission to the Amazon rainforest with the footage shot by a lost team of documentarians who were making a film about the area's local cannibal tribes.
9502,Kung Fu Panda,2008-06-04,16.2794,7.319,12571,en,"[28, 16, 35, 10751]","Chosen by prophecy but doubted by all, Po is an unlikely choice for the mystical title of the Dragon Warrior—a clumsy panda thrust into the world of kung fu as a deadly enemy threatens the Valley of Peace. Under reluctant guidance by Master Shifu and the Furious Five, Po must embrace who he is to unlock the power that no scroll can teach."
1084244,Toy Story 5,2026-06-17,16.0164,0.0,0,en,"[16, 10751, 35, 12]","When Bonnie receives a Lilypad tablet as a gift and becomes obsessed, Buzz, Woody, Jessie and the rest of the gang's jobs become exponentially harder when they have to go head to head with the all-new threat to playtime."
72190,World War Z,2013-06-19,15.6966,6.826,16464,en,"[28, 27, 878, 53]","Life for former United Nations investigator Gerry Lane and his family seems content. Suddenly, the world is plagued by a mysterious infection turning whole human populations into rampaging mindless zombies. After barely escaping the chaos, Lane is persuaded to go on a mission to investigate this disease. What follows is a perilous trek around the world where Lane must brave horrific dangers and long odds to find answers before human civilization falls."
292431,Love,2015-07-15,17.187,6.45,2652,fr,"[18, 10749]","Murphy is an American living in Paris who enters a highly sexually and emotionally charged relationship with the unstable Electra. Unaware of the seismic effect it will have on their relationship, they invite their pretty neighbor into their bed."
1418657,The Yeti,2026-04-04,13.5199,6.655,42,en,"[27, 53]","When an oil tycoon and a famous adventurer vanish into the harsh winter of remote northern Alaska, a hand-picked rescue team endeavors to bring them home. What they don’t know is that they are trespassing on The Yeti’s territory, and the elements are the least of their worries."
38757,Tangled,2010-11-24,15.8078,7.609,12339,en,"[16, 10751, 12]","Feisty teenager Rapunzel, who has long and magical hair, wants to go and see sky lanterns on her eighteenth birthday, but she's bound to a tower by her overprotective mother. She strikes a deal with Flynn Rider, a charming wanted thief, and the duo set off on an action-packed escapade."
1643,Last Tango in Paris,1972-12-15,18.4208,6.906,1337,it,"[18, 10749]",A recently widowed American begins an anonymous sexual relationship with a young Parisian woman.
156022,The Equalizer,2014-09-24,16.9374,7.286,9906,en,"[53, 28, 80]","McCall believes he has put his mysterious past behind him and dedicated himself to beginning a new, quiet life. But when he meets Teri, a young girl under the control of ultra-violent Russian gangsters, he can’t stand idly by – he has to help her. Armed with hidden skills that allow him to serve vengeance against anyone who would brutalize the helpless, McCall comes out of his self-imposed retirement and finds his desire for justice reawakened. If someone has a problem, if the odds are stacked against them, if they have nowhere else to turn, McCall will help. He is The Equalizer."
324786,Hacksaw Ridge,2016-10-07,15.9896,8.19,14790,en,"[18, 36, 10752]","WWII American Army Medic Desmond T. Doss, who served during the Battle of Okinawa, refuses to kill people and becomes the first Conscientious Objector in American history to receive the Congressional Medal of Honor."
675,Harry Potter and the Order of the Phoenix,2007-07-08,15.559,7.671,20722,en,"[12, 14]","Returning for his fifth year at Hogwarts, Harry is stunned to find that his warnings about the return of Lord Voldemort have been ignored. Left with no choice, Harry takes matters into his own hands, training a small group of motivated students to defend themselves against the Dark Arts."
10020,Beauty and the Beast,1991-10-22,15.5164,7.726,10636,en,"[10749, 10751, 16, 14]","Follow the adventures of Belle, a bright young woman who finds herself in the castle of a prince who's been turned into a mysterious beast. With the help of the castle's enchanted staff, Belle soon learns the most important lesson of all -- that true beauty comes from within."
1422211,The Pursuit of Lust,2025-01-23,13.4996,6.846,13,mn,"[10749, 18]","Sensual Mongolian actress E.Khandmaa stars in this romantic drama, which highlights a housewife’s longing for pleasure her passionless husband fails to provide. That is until her spouse’s business client eventually gives in to her desires."
1665092,Swallowed Star The Movie  - Battle on Primal Star,2026-05-01,13.4377,7.0,1,zh,"[16, 12, 878]","During his training on the Original Star, Luo Feng faces constant threats from alien races coveting his strength and resources. Remaining calm and strategic, he uses both intelligence and power to counterattack and defend humanity’s honor. Wielding a formidable and beautiful battle blade, Luo Feng carves a path of destruction through his enemies, declaring, “I have a single strike that can sever the universe.”  As tensions escalate, the demon race, mechanical race, and insect race reappear and form a three-race alliance. Their leaders, along with 6,000 universe-level experts, join forces to encircle and eliminate Luo Feng. In the face of overwhelming odds, Luo Feng unleashes his ultimate technique, “I Am the Universe,” annihilating the coalition in one decisive strike."
1472951,Infiltrate,2026-04-10,16.565,5.5,12,en,"[28, 53]","In a city overrun by crime, government Agent Lily Chen is forced to choose between her duty and her family when her husband is kidnapped, and she’s blackmailed into assassinating high-level criminals to save him. As she delves deeper into the criminal underworld, Lily’s relentless pursuit of justice unravels a web of corruption, leading to a final, life-altering decision that will change her world forever."
50727,The Servant,2010-06-02,17.1958,5.671,41,ko,"[10749, 18, 35]","A servant falls in love with a girl whom his master also desires. Although the girl loves the servant, she also longs to improve her station in life."
436969,The Suicide Squad,2021-07-28,16.2393,7.461,9538,en,"[28, 35, 12]","Supervillains Harley Quinn, Bloodsport, Peacemaker and a collection of nutty cons at Belle Reve prison join the super-secret, super-shady Task Force X as they are dropped off at the remote, enemy-infused island of Corto Maltese."
670,Oldboy,2003-11-21,17.2289,8.239,9790,ko,"[18, 53, 9648, 28]","With no clue how he came to be imprisoned, drugged and tortured for 15 years, a desperate man seeks revenge on his captors."
128,Princess Mononoke,1997-07-12,15.2964,8.322,8932,ja,"[12, 14, 16]","Ashitaka, a prince of the disappearing Emishi people, is cursed by a demonized boar god and must journey to the west to find a cure. Along the way, he encounters San, a young human woman fighting to protect the forest, and Lady Eboshi, who is trying to destroy it. Ashitaka must find a way to bring balance to this conflict."
1315303,Primate,2026-01-01,17.673,6.441,606,en,"[27, 53]","College student Lucy and her friends spend their vacation at her family's home in Hawaii, which includes her pet chimpanzee, Ben. However, when Ben contracts rabies after being bitten by a rabid animal, the group must fight for their lives in order to avoid the now-violent chimp."
205596,The Imitation Game,2014-11-14,13.5986,7.985,18024,en,"[36, 18, 53, 10752]","Based on the real life story of legendary cryptanalyst Alan Turing, the film portrays the nail-biting race against time by Turing and his brilliant team of code-breakers at Britain's top-secret Government Code and Cypher School at Bletchley Park, during the darkest days of World War II."
467905,How to Make a Killing,2026-02-19,15.4167,7.045,348,en,"[35, 53]","Disowned at birth by his obscenely wealthy family, blue-collar Becket Redfellow will stop at nothing to reclaim his inheritance, no matter how many relatives stand in his way."
615457,Nobody,2021-03-18,15.4287,7.88,8271,en,"[28, 53]","Hutch Mansell, a suburban dad, overlooked husband, nothing neighbor — a ""nobody."" When two thieves break into his home one night, Hutch's unknown long-simmering rage is ignited and propels him on a brutal path that will uncover dark secrets he fought to leave behind."
766507,Prey,2022-08-02,14.3663,7.66,7675,en,"[53, 28, 878]","When danger threatens her camp, the fierce and highly skilled Comanche warrior Naru sets out to protect her people. But the prey she stalks turns out to be a highly evolved alien predator with a technically advanced arsenal."
1495,Kingdom of Heaven,2005-05-03,15.6583,7.026,4900,en,"[18, 28, 12, 36, 10752]","After his wife dies, a blacksmith named Balian is thrust into royalty, political intrigue and bloody holy wars during the Crusades."
843527,The Idea of You,2024-05-02,17.7663,7.302,1920,en,"[10402, 35, 10749, 18]","40-year-old single mom Solène begins an unexpected romance with 24-year-old Hayes Campbell, the lead singer of August Moon, the hottest boy band on the planet. As they begin a whirlwind romance, it isn't long before Hayes' superstar status poses unavoidable challenges to their relationship, and Solène soon discovers that life in the glare of his spotlight might be more than she bargained for."
949536,Kill Code,2026-04-16,14.2102,6.1,9,en,"[28, 53, 878]","North America has been divided into four main quadrants. A power-hungry corporation has taken over the conventional prison system and made criminals the new law enforcers.  The owner of that corporation, nanoscientist Eion Prescott, created a nano-virus called Onyx. Which is distributed through deadly watches to criminals. First, infecting them. Then, forcing them into eliminating each other for freedom. Who can topple the corporation's entire system from within?"
